T_len,rho,R2_target,phi_f,phi_eta,phi_u,z,rmsfe_base,rmsfe_rs,rel_rmsfe,rmse_pooled_base,rmse_pooled_rs,bias_base,var_base,bias_rs,var_rs,Q_ols,Q_rs_bag,Q_rs_subavg,L_ols,L_rs_bag,L_rs_subavg
500,0.000000,0.500000,0.3,0.7,0.0,14,1.211269,1.130787,0.933556,1.228844,1.146158,0.000007,1.510051,0.000033,1.313644,1.000386,1.234194,1.369172,1.100639,1.267008,1.405575
500,0.000000,0.500000,0.3,0.7,0.0,15,1.211269,1.126692,0.930175,1.228844,1.141983,0.000007,1.510051,0.000041,1.304085,1.000386,1.217980,1.354590,1.100639,1.252855,1.393376
500,0.000000,0.500000,0.3,0.7,0.0,16,1.211269,1.122785,0.926950,1.228844,1.137935,0.000007,1.510051,0.000046,1.294849,1.000386,1.202562,1.340327,1.100639,1.239454,1.381446
500,0.000000,0.500000,0.3,0.7,0.0,17,1.211269,1.119371,0.924131,1.228844,1.134395,0.000007,1.510051,0.000059,1.286793,1.000386,1.188088,1.326522,1.100639,1.226966,1.369930
500,0.000000,0.500000,0.3,0.7,0.0,18,1.211269,1.116329,0.921619,1.228844,1.131261,0.000007,1.510051,0.000066,1.279685,1.000386,1.174447,1.313096,1.100639,1.215281,1.358750
500,0.000000,0.500000,0.3,0.7,0.0,19,1.211269,1.113611,0.919376,1.228844,1.128491,0.000007,1.510051,0.000074,1.273417,1.000386,1.161524,1.299948,1.100639,1.204284,1.347805
500,0.000000,0.500000,0.3,0.7,0.0,20,1.211269,1.110878,0.917119,1.228844,1.125650,0.000007,1.510051,0.000085,1.267003,1.000386,1.149349,1.287142,1.100639,1.194011,1.337159
500,0.000000,0.500000,0.3,0.7,0.0,21,1.211269,1.108571,0.915215,1.228844,1.123262,0.000007,1.510051,0.000090,1.261628,1.000386,1.137825,1.274604,1.100639,1.184366,1.326741
500,0.000000,0.500000,0.3,0.7,0.0,22,1.211269,1.106798,0.913751,1.228844,1.121403,0.000007,1.510051,0.000101,1.257444,1.000386,1.126993,1.262377,1.100639,1.175396,1.316595
500,0.000000,0.500000,0.3,0.7,0.0,23,1.211269,1.104708,0.912026,1.228844,1.119246,0.000007,1.510051,0.000111,1.252601,1.000386,1.116729,1.250375,1.100639,1.166976,1.306635
