T_len,rho,R2_target,phi_f,phi_eta,phi_u,z,rmsfe_base,rmsfe_rs,rel_rmsfe,rmse_pooled_base,rmse_pooled_rs,bias_base,var_base,bias_rs,var_rs,Q_ols,Q_rs_bag,Q_rs_subavg,L_ols,L_rs_bag,L_rs_subavg
500,0.000000,0.500000,0.3,0.7,0.0,20,1.187884,1.093172,0.920269,1.204864,1.109694,0.000052,1.451645,0.000074,1.231347,0.976403,1.107639,1.229008,1.085279,1.152470,1.278751
500,0.000000,0.500000,0.3,0.7,0.0,21,1.187884,1.090619,0.918120,1.204864,1.107144,0.000052,1.451645,0.000077,1.225690,0.976403,1.097495,1.217962,1.085279,1.144352,1.269963
500,0.000000,0.500000,0.3,0.7,0.0,22,1.187884,1.088720,0.916521,1.204864,1.105274,0.000052,1.451645,0.000076,1.221556,0.976403,1.087935,1.207175,1.085279,1.136811,1.261408
500,0.000000,0.500000,0.3,0.7,0.0,23,1.187884,1.086882,0.914974,1.204864,1.103429,0.000052,1.451645,0.000077,1.217477,0.976403,1.078953,1.196655,1.085279,1.129843,1.253096
500,0.000000,0.500000,0.3,0.7,0.0,24,1.187884,1.085504,0.913813,1.204864,1.102092,0.000052,1.451645,0.000079,1.214528,0.976403,1.070447,1.186316,1.085279,1.123343,1.244939
500,0.000000,0.500000,0.3,0.7,0.0,25,1.187884,1.084010,0.912556,1.204864,1.100623,0.000052,1.451645,0.000084,1.211286,0.976403,1.062448,1.176218,1.085279,1.117350,1.236999
500,0.000000,0.500000,0.3,0.7,0.0,26,1.187884,1.082785,0.911525,1.204864,1.099390,0.000052,1.451645,0.000086,1.208573,0.976403,1.054927,1.166338,1.085279,1.111834,1.229256
500,0.000000,0.500000,0.3,0.7,0.0,27,1.187884,1.081579,0.910509,1.204864,1.098225,0.000052,1.451645,0.000086,1.206013,0.976403,1.047836,1.156643,1.085279,1.106749,1.221674
500,0.000000,0.500000,0.3,0.7,0.0,28,1.187884,1.080665,0.909740,1.204864,1.097338,0.000052,1.451645,0.000089,1.204063,0.976403,1.041192,1.147171,1.085279,1.102115,1.214295
500,0.000000,0.500000,0.3,0.7,0.0,29,1.187884,1.080226,0.909370,1.204864,1.096941,0.000052,1.451645,0.000090,1.203190,0.976403,1.034951,1.137879,1.085279,1.097888,1.207075
