"vintage","target_date","target_year","target_q","k_main","MEAN_bivariate","MEAN_fore_rs","RS_fore","LASSO_fore","RIDGE_fore","RF_fore","covid_excl","actual"
"2021-03",2021-03-01,2021,1,10,0.792434921617156,1.8313894990678,1.27855695080269,1.38334303688982,1.23156395727083,1.02222924247732,TRUE,1.38018613891377
"2021-06",2021-06-01,2021,2,10,0.819529802556052,0.98379448625999,0.900926394529319,0.863619512145936,0.82956372163758,0.860363049356015,TRUE,1.57004487382433
"2021-09",2021-09-01,2021,3,10,0.92363808124606,1.1358922952142,1.21421003467042,1.57093221616826,1.03940738114713,1.02403469594411,TRUE,0.852849396220146
"2021-12",2021-12-01,2021,4,11,0.950403403121785,1.04959283001365,1.26959551696363,1.26774278774248,1.01977408473186,1.12370134656792,TRUE,1.80315891104252
"2022-03",2022-03-01,2022,1,11,0.954307003546772,1.15948470885014,1.3638788268064,1.18834306786646,1.01902960829,1.11089284796402,TRUE,-0.257454467562235
"2022-06",2022-06-01,2022,2,11,0.782679658915271,0.704606193078149,0.916803174945101,0.800355252707491,0.700598437216257,0.702180184756007,TRUE,0.0701794433398906
"2022-09",2022-09-01,2022,3,11,0.743682460510718,0.456055562635785,0.776584246440021,0.707544772142869,0.588572447017607,0.595264360174161,TRUE,0.673208200546527
"2022-12",2022-12-01,2022,4,11,0.688231488498119,0.584519813923286,0.539551365195781,0.321128032639577,0.498924463144264,0.489187806647623,TRUE,0.827827924540347
"2023-03",2023-03-01,2023,1,11,0.776236527480659,0.782060142334869,0.793882310912192,0.680412342842024,0.673400438517014,0.69466427760854,TRUE,0.692043793064823
"2023-06",2023-06-01,2023,2,11,0.760635625477618,0.748765461579831,0.818404600431502,0.718276724675694,0.690845296438201,0.610768850452263,TRUE,0.606973885924189
"2023-09",2023-09-01,2023,3,11,0.763501644179011,0.724432368548437,0.759671391736317,0.671635103397861,0.641174347530165,0.686001171954546,TRUE,1.07152278732308
"2023-12",2023-12-01,2023,4,11,0.63061101124705,0.670329384189858,0.478161543525861,0.592133637366895,0.538139166031542,0.530401024079741,TRUE,0.788672702737836
"2024-03",2024-03-01,2024,1,11,0.708431906483326,0.758525942900686,0.587182109638737,0.364595502184081,0.57588530352207,0.547687703838171,TRUE,0.404802139316907
"2024-06",2024-06-01,2024,2,11,0.69527480037416,0.626428362681287,0.567502350472777,0.607437993518915,0.587496444611221,0.614457798357479,TRUE,0.738979623307401
"2024-09",2024-09-01,2024,3,11,0.706673503450035,0.654874559859169,0.557039848826092,0.595756460845663,0.56640565331541,0.595079752023263,TRUE,0.759510480278403
"2024-12",2024-12-01,2024,4,13,0.700978371217395,0.697473252662641,0.541009019616819,0.453845586369271,0.498107775999924,0.629287898435782,TRUE,0.607065022345421
"2025-03",2025-03-01,2025,1,11,0.76770420325569,0.724191636852148,0.684477715600897,0.509631151287661,0.668959461640074,0.550781573476878,TRUE,NA
